Категорија,Brand,Име на производ,АКЦИЈА,Цена-ден,Карактеристики,Гар(м),ДДВ,лагер,KatBroj,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"speaker genius SP-U115 1,5W USB powered",,600 ден.,"SPEAKER GENIUS SP-U115 BLACK USB POWER, total RMS 1.5W, 50mm speaker drivers, volume control, black with glossy front cover",12,18%,√,17089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,MS,speaker ms ECHO C100 2x 3W,,700 ден.,0,6,18%,√,26882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"Genius Speaker SP-HF280, 2 x 3W, 3.5mm Jack, USB, Wood",,900 ден.,Genius Speaker SP-HF280 Wood,12,18%,√,25097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,TRUST,Trust MiLa Speaker Set,,941 ден.,Speaker Set Trust Mila 2.05Watt RMS,,18%,√,24014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"SPEAKER GENIUS iTempo 150 Portable speaker system/docking station for iPod, 4W RMS by power adapter, wireless remote control",,"1,740 ден.","SPEAKER GENIUS iTempo 150 Portable speaker system/docking station for iPod, 4W RMS by power adapter, wireless remote control",12,18%,√,2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"Genius SW-G2.1 500, Wooden subwoofer speaker system, RMS power: RMS (W) Subwoofer: 8 W, Satellites: 3.5 W x 2, Black Color",,"2,288 ден.","Genius Speaker 2.1, 15W",12,18%,√,22580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.0 LOGITECH Z200 980-000810 (10W),,"2,977 ден.",,24,18%,×,27973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"Genius Speaker SW-HF2.1 1205 II, 2 x 9W, 1 x 18W, 3.5mm Jack, Wood",,"3,210 ден.",Genius Speaker SW-HF2.1 1205 II Wood,12,18%,√,25095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.0 LOGITECH Z207 BLUETOOTH White 980-001292,,"3,395 ден.",,24,18%,×,24338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,"Speaker Logitech Z313, Snaga satelita  5 W, Snaga subwoofera  15 W, Frekvencijski raspon 48Hz - 20kHz",,"3,715 ден.",Speakers 2.1 Logitech Z313,12,18%,×,5790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"Genius SW-2.1 1800, 45W, black, 6.5-inch subwoofer driver for deep bass, master volume and bass control, Line in and headphone jack on wired control pod ",,"4,446 ден.",SPEAKER GENIUS 45WRMS SW-2.1 1800 BLACK,,18%,×,19364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,CREATIVE,SPEAKERS 2.0 CREATIVE T30 Bluetooth w/NFC,,"5,295 ден.",,24,18%,×,28572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.1 LOGITECH Z407 w/Bluetooth + Wireless Control Dial 980-001348 (80W),,"7,005 ден.",,24,18%,×,28253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Genius,"GENIUS SW-HF5.1 4800, 125 W 5.1 surround system, subwoofer 45 W with 6.5"" driver, center speaker and 4 satellites each 16 W, LED display, remote control, four source input: DVD player, TV, game console, CD/MP3",,"7,798 ден.","Genius SW-HF5.1 4800, 125W, Six-Piece Wooden Home Theater Speaker, LED Display, Works with DVD player, game console or TV, Remote contr",12,18%,×,16781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.1 LOGITECH Z533 980-001054 (120W),,"7,835 ден.",,24,18%,×,25705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 5.1 LOGITECH Z607 BLUETOOTH 980-001316,,"9,360 ден.",,24,18%,×,24337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.1 LOGITECH Z623 980-000403 (200W),,"12,011 ден.",,24,18%,×,28997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 2.1 LOGITECH G560 LIGHTSYNC 980-001301,,"16,906 ден.",,24,18%,×,25761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Speaker,Logitech,SPEAKERS 5.1 LOGITECH Z906 980-000468 (500W),,"22,423 ден.",SPEAKERS 5.1 LOGITECH Z906 980-000468 (500W),24,18%,×,28313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game tools,Logitech,"F710, Wireless 2.4 GHz, Dual vibration feedback motors, Floating D-pad, Analog performance, Comfort grip
",,"3,542 ден.","F710, Wireless 2.4 GHz, Dual vibration feedback motors, Floating D-pad, Analog performance, Comfort grip
",24,18%,×,20694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game tools,Sony Computer Entertainment,"PS4 500GB E chassis + Fortnite RBP VCH, Uz PlayStation 4 Slim Fortnite Edition dobijete dodatni sadržaj za najpopularniju igru na svijetu: • 500 V-Bucks • Royale Bomber outfit - Battle Royale mode only


",,"20,682 ден.","PS4 500GB E chassis + Fortnite RBP VCH, Uz PlayStation 4 Slim Fortnite Edition dobijete dodatni sadržaj za najpopularniju igru na svijetu: • 500 V-Bucks • Royale Bomber outfit - Battle Royale mode only


",12,18%,×,22689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game tools,SONY,PlayStation 4 1TB F chassis + Call of Duty: Black Ops 4,,"22,712 ден.",PlayStation 4 1TB F chassis + Call of Duty: Black Ops 4,12,18%,×,22960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Game tools,Sony Computer Entertainment,"PS4 Pro 1TB B chassis + Fortnite VCH, Uz PlayStation 4 Pro 1TB Fortnite Edition dobijete dodatni sadržaj za najpopularniju igru na svijetu: • 500 V-Bucks • Royale Bomber outfit - Battle Royale mode only
",,"26,814 ден.","PS4 Pro 1TB B chassis + Fortnite VCH, Uz PlayStation 4 Pro 1TB Fortnite Edition dobijete dodatni sadržaj za najpopularniju igru na svijetu: • 500 V-Bucks • Royale Bomber outfit - Battle Royale mode only
",12,18%,×,22688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,.,DC power adapter cable,,600 ден.,0,0,18%,√,16844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Asus,"adapter notebook ASUS input 1,5A; output 19V-4,74A V85",,"1,350 ден.","ASUS Notebook Adapter 65W/90W, 19V, 4.74A, PIN Size: 5.5 x 2.5 yellow with Notebook Power Cable, 3 pins, black, 1.8m, EU plug",6,18%,√,5445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,MS,Universal Adapter MS NOT DOD MS NB COOL AC 90 ARGER D300,,"1,750 ден.",19924,6,18%,√,25374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"Lenovo 65W AC Wall Adapter (round tip); S340-15API Touch, 320S-14IKB, C340-14IML, C340-15IWL, 720-15IKB, 320-17IKB, 720S-14IKB, 330-15IKB, 320 Touch-15IKB, 520-15IKB, S145-14IWL, L340 -17IWL, S340-14IML, S145-15IWL, Yoga S740-14IIL, S145-14API, Yoga 530-1",,"2,030 ден.","Lenovo 65W AC Wall Adapter (round tip); S340-15API Touch, 320S-14IKB, C340-14IML, C340-15IWL, 720-15IKB, 320-17IKB, 720S-14IKB, 330-15IKB, 320 Touch-15IKB, 520-15IKB, S145-14IWL, L340 -17IWL, S340-14IML, S145-15IWL, Yoga S740-14IIL, S145-14API, Yoga 530-14ARR, L340-15API Touch, 130-15AST, 330S-15ARR, L340-15IWL Touch, S145-14IIL, S740-14IIL , S340-15IWL, C340-14API, S145-15API, L340-17API, 330-14IKB, Flex 6-14IKB, 330-17IKB, S540-14IWL, 320S-13IKB, 330-17AST, 320S-15ISK, 330S-15AST, L340-15API, 320-15IKB, V340-17IWL, S340-15IML Touch, S145-15IIL, S540-14IWL Touch, S340-14IIL, V330-14IKB, V330-15IKB, Flex 5-1570, S145-15IKB, 330-17IKB , 520S-14IKB, S540-14IML Touch, C340-15IIL, 320-17IKB, C340-14IWL, S530-13IWL, 330S-14AST, 320S-15ABR, Yoga 510-14ISK, V110-17IKB, V14-IKB, V15-IIL , V14-IIL",12,18%,√,27106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,DELL,adapter Notebook Dell 90W,,"2,400 ден.",0,6,18%,√,13045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"Lenovo 45W AC Adapter Charger (USB Type-C); ThinkPad 13 2nd Gen, X1 Tablet 2nd Gen, X1 Yoga 2nd Gen, X1 Carbon 5th Gen, T470, T470s, T570",,"2,429 ден.","Lenovo 45W AC Adapter Charger (USB Type-C); ThinkPad 13 2nd Gen, X1 Tablet 2nd Gen, X1 Yoga 2nd Gen, X1 Carbon 5th Gen, T470, T470s, T570",12,18%,√,27108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,HP,"HP 90W Smart AC Adapter, Ulazni napon  220 V, Izlazna snaga  90 W, Izlazna struja  11 A, Izlazni napon  19 V, 4.5mm to 7.4mm power DC dongle, power cord",,"2,435 ден.",,12,18%,×,25510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,DELL,adapter notebook Dell 65W,,"2,500 ден.",.,3,18%,√,15332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,DELL,"Dell ADAPTER 90W, DC/DC,DLTA,AUTOMOBILE-AIRPLANE",,"2,595 ден.","Dell Inspiron, ADAPTER, 90W,DC/DC,DLTA,AUTOMOBILE-AIRPLANE Warranty  3M",3,18%,√,26248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"ThinkPad 65W AC Adapter (slim type); V330-14ARR, P51s, TB 14-IML, T470, Yoga 370, TB 13s-IWL, L570, T470s, P51s, L470, Yoga 11e 4th Gen, A275, V720-14, T570,  Yoga 11e 5th Gen, X270, V330-15ISK, TP13, TP 13 Gen 2, TB 15-IML, 11e 4th Gen, V330-14IKB, V330-",,"3,229 ден.","ThinkPad 65W AC Adapter (slim type); V330-14ARR, P51s, TB 14-IML, T470, Yoga 370, TB 13s-IWL, L570, T470s, P51s, L470, Yoga 11e 4th Gen, A275, V720-14, T570,  Yoga 11e 5th Gen, X270, V330-15ISK, TP13, TP 13 Gen 2, TB 15-IML, 11e 4th Gen, V330-14IKB, V330-15IKB, X380 Yoga, A475,TP 11e 5th Gen, L570, T470, TB 14s-IWL , V330-14ISK, TP 11e, S531, P50s, 11e 3rd Gen, T460, B40-30, B50-30, Helix,E460, X230s, E450, B50-35 , TP 11e Chromebook, Yoga 11e 3rd Gen, L540, E555, X240s, L560, L440, W550s, X1 Yoga 1st Gen, S440, X1 Carbon 2nd Gen, Edge E540, Yoga 12 Laptop, T431s, TB 15-IIL, TB 14-IIL , E575 , B40-70 ",12,18%,√,26512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,ThinkPad 90W AC Adapter,,"4,065 ден.","ThinkPad 90W AC Power Adapter Charger; L430, L421, X1 Laptop, L520, S340, T430si, Edge E135, T520i, X220i, Edge E330, X131e Chromebook, X220i, Edge E530, Edge E435, T420i, Edge E220s, Edge E425, T430u, X130e, X230, L530, T530i, Edge E545, X131e, T430i, Edge E430, T420si , Edge E520, Edge E125, T520 , Edge E130, Edge E525, X230, T420s, X230i, X121e, Edge E145, B490, Edge E420, Edge E445, X140e, T430, Edge E530c, Twist S230u, Edge 15,Edge E335, Edge E120, M92z , M72z, Edge E320",12,18%,√,16113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,Lenovo 95W AC Adapter Charger (USB Type-C); ThinkBook 14-IIL 20SL; 14-IML 20RV; 15-IIL 20SM; 15-IML 20RW,,"4,065 ден.",Lenovo 95W AC Adapter Charger (USB Type-C); ThinkBook 14-IIL 20SL; 14-IML 20RV; 15-IIL 20SM; 15-IML 20RW,12,18%,√,29050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,HP,"HP BATERIJA, Broj ćelija 6, Kapacitet  4400 mAh, Kompatibilnost HP ProBook 4540s, 4545s, 4330s, 4530s, 4535s",,"4,465 ден.","HP BATERIJA, Broj ćelija 6, Kapacitet  4400 mAh, Kompatibilnost HP ProBook 4540s, 4545s, 4330s, 4530s, 4535s",12,18%,×,18202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"ThinkPad 90W AC Adapter Charger (Slim tip); E440, E450, E455, E460, E465, E470, E540, E550, E555, E560, E570 E575, L440, L450, L460, L540, L560, L570, S1 Yoga 12, S3 Yoga 14, Yoga 14, Yoga 460, T431s, T440, R450, T450s, T440, T440s, T450, T460, T460p, T47",,"4,465 ден.","ThinkPad 90W AC Adapter (Slim tip); E440, E450, E455, E460, E465, E470, E540, E550, E555, E560, E570 E575, L440, L450, L460, L540, L560, L570, S1 Yoga 12, S3 Yoga 14, Yoga 14, Yoga 460, T431s, T440, R450, T450s, T440, T440s, T450, T460, T460p, T470p, T540, T550, T560, X1 Carbon 1st Gen, X1 Carbon 2nd Gen, A475, X270",12,18%,√,25132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"Lenovo 3 Cell battery; Lenovo YOGA 500 (500-14ISK), ThinkPad Edge 2, Flex-3",,"4,865 ден.","Lenovo 3 Cell battery; Lenovo YOGA 500 (500-14ISK), ThinkPad Edge 2, Flex-3",12,18%,√,25328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"ThinkPad 135W AC Adapter (Slim tip); ThinkPad P1 (20MD / 20ME), X1 Carbon (2nd Gen) и X1 Extreme (1st Gen).",,"4,865 ден.","ThinkPad 135W AC Adapter (Slim tip); ThinkPad P1 (20MD / 20ME), X1 Carbon (2nd Gen) и X1 Extreme (1st Gen).",12,18%,√,28134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"ThinkPad 230W AC Adapter (Slim tip); 100 - 240 V, 50 - 60 Hz, 230 W, 2.5 A",,"6,058 ден.","ThinkPad 230W AC Adapter (Slim tip); 100 - 240 V, 50 - 60 Hz, 230 W, 2.5 A",12,18%,√,27105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"ThinkPad T61p R60e R61e/i T60p Z60mm Z61pp T500 W500 R500 SLx00 6 Cell Li-Ion Battery (NOT 14"" wide)",,"7,294 ден.","ThinkPad Battery 41+ (6 cell); ThinkPad T61p R60e R61e/i T60p Z60m Z61p T500 W500 R500 SLx00 (NOT 14"" wide) ",12,18%,√,16114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baterii I adapteri za notebook,Lenovo,"Lenovo Go USB-C Laptop Power Bank (20000 mAh); 20,000mAh capacity, 65W max. output; Dual USB-C connection, 1 x USB-C port + 1 x USB-C integrated cable; USB-C charging support power-in and power-out; 1 x USB-A fast charging up to 18W; Fast charge with any ",,"9,323 ден.","Lenovo Go USB-C Laptop Power Bank (20000 mAh); 20,000mAh capacity, 65W max. output; Dual USB-C connection, 1 x USB-C port + 1 x USB-C integrated cable; USB-C charging support power-in and power-out; 1 x USB-A fast charging up to 18W; Fast charge with any USB-C adapter, fully charged in 3 hours",12,18%,√,28639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler cpu 5cm,,200 ден.,0,0,18%,√,17972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,Spire,Cooler case 8cm,,200 ден.,.,0,18%,√,9956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler cpu 7cm,,200 ден.,0,0,18%,√,9500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler cpu 6cm,,200 ден.,"Spire SP06015S1M3, Fan Blower DC Fan 60x60x15mm 12V 3P Sleeve",0,18%,√,4716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,"cooler VGA  5,5cm",,300 ден.,0,0,18%,√,4717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler case 12cm,,300 ден.,.,0,18%,√,12586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler vga 6cm Hurricane,,350 ден.,0,0,5%,√,15493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,cooler vga deepcool V65,,350 ден.,,0,5%,√,17436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler vga 8cm,,370 ден.,0,0,18%,√,3745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,XIGMATEK,COOLERS CASE FAN 120mm XIGMATEK LED Single ring Red X120R,,387 ден.,,,18%,×,24330,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,Cooler Deepcool AMD AM209,,400 ден.,.,0,5%,√,23411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,Spire,cooler spire 775/1150/1151/1155/1156,,500 ден.,0,0,5%,√,20715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,MS,cooer case ms FREEZE A300 ARGB,,600 ден.,0,0,18%,√,26085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,Axagon,"cooler ssd m.2 AXAGON CLR-M2L6 pasiven kuler za M.2 SSD, 80mm SSD, aluminium",,600 ден.,0,0,18%,√,27831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,Spire,"X2(Spire) Gaming Fan RGB, Magic Lantern, 12cm RGB with 15 Multi-color LEDs, 600~1200RPM, 0.2 A/12 V, 2.4W",,800 ден.,X2(Spire) Gaming RGB Magic Lantern Fan,12,5%,√,25073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,Cooler Cooler Master XDream i117 RR-X117-18FP-R1 ,,850 ден.,.,0,5%,√,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,Cooler Deepcool Gammaxx 200T all Intel/AMD,,"1,002 ден.",0,,5%,√,26087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,Cooler Deepcool AG200 all Intel/AMD,,"1,162 ден.",,,5%,√,28436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,cooler deepcol GAMMAXX 300B,,"1,390 ден.",0,,5%,√,26991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,.,cooler dell 1545 cooling fan,,"1,400 ден.",0,6,18%,√,19372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,Arctic,Arctic CPU Cooler Multi Freezer 7x,,"1,421 ден.","Arctic CPU Cooler Multi Freezer 7x, PRO K, LGA 1200, LGA 1700, AM5/4/3 Warranty  12M",12,5%,√,28659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooler,deepcool,Cooler Deepcool AG300 all Intel/AMD,,"1,488 ден.",,,5%,√,28435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
